NAME,CODE,HIERARCHY,IS_GROUP,CHILDREN,LEVEL_NAME,PARENT,LEVEL_NUMBER,OFFICIAL_LEVEL_NAME
Auvergne Rhone Alpes,AUV_RHO_ALP,ALL#WORLD#EUR#FRA#AUV_RHO_ALP,False,,ALL,FRA,1,ALL
Barueri,BARUERI,ALL#WORLD#SOAME#BRA#BRANE#SAOPO#BARUERI,False,,CITY,BRA,3,CITY
Ramallo,PORT_ARRAM,ALL#WORLD#SOAME#ARG#PORT_ARRAM,False,,PORT_TERMINAL,ARG,1,PORT_TERMINAL
Catanduanes,CATANDUANES,ALL#WORLD#ASIA#PHL#CATANDUANES,False,,NATIONAL_REGION,PHL,1,REGION
Gizan,GIZAN,ALL#WORLD#ASIA#SAU#GIZAN,False,,CITY,SAU,1,REGION
AVCILAR ,AVC,ALL#WORLD#ASIA#TUR#ISTAN#AVC,False,,CITY,TUR,2,DISTRICT
Kaliningrad,PORT_RUKGD,ALL#WORLD#EUR#RUS#PORT_RUKGD,False,,PORT_TERMINAL,RUS,1,PORT_TERMINAL
Obwalden,CH064,ALL#WORLD#EUR#CHE#CH0#CH06#CH064,False,,DEPARTMENT,CHE,3,MUNICIPALITY
Kamarajar Port (Ennore Port),KAMAR,ALL#WORLD#ASIA#IND#SOUIN#TAMIL#CHENN#KAMAR,False,,CITY,IND,4,CITY
Clark 2 SD,CLARKSOUTH,ALL#WORLD#NOAME#USA#NOPLA#SODAK#CLARKSOUTH,False,,CITY,USA,3,CITY
Chesterfield MI,CHESTER,ALL#WORLD#NOAME#USA#CHESTER,False,,CITY,USA,1,STATE
West Poplar,WPOPLAR,ALL#WORLD#NOAME#CAN#WPOPLAR,False,,CITY,CAN,1,PROVINCE
Lanzarote,ES708,ALL#WORLD#EUR#ESP#ES7#ES70#ES708,False,,DEPARTMENT,ESP,3,COMARCA
Northeast,CZ05,ALL#WORLD#EUR#CZE_SVK#CZE#CZ0#CZ05,False,,REGION,CZE,3,MUNICIPALITY
Sakata,PORT_JPSKT,ALL#WORLD#ASIA#JPN#PORT_JPSKT,False,,PORT_TERMINAL,JPN,1,PORT_TERMINAL
Dahme-Spreewald,DAHME-SPREEWALD---GER,ALL#WORLD#EUR#DEU#BRAND#DAHME-SPREEWALD---GER,False,,TERRITORY,DEU,2,DISTRICT
Safi,SAFI,ALL#WORLD#AFR#MAR#SAFI,False,,CITY,MAR,1,REGION
Main-Kinzig-Kreis,MAIN-KINZIG-KREIS--GER,ALL#WORLD#EUR#DEU#HESSE#MAIN-KINZIG-KREIS--GER,False,,TERRITORY,DEU,2,DISTRICT
Cuxhaven,DE932,ALL#WORLD#EUR#DEU#DE9#DE93#DE932,False,,DEPARTMENT,DEU,3,MUNICIPALITY
Gorontalo,GORONTALO,ALL#WORLD#ASIA#IDN#GORONTALO,False,,CITY,IDN,1,GEOGRAPHICAL UNIT
Dassel MN,DASSELMN,ALL#WORLD#NOAME#USA#WECB#MINNE#DASSELMN,False,,CITY,USA,3,CITY
Olomouc Region,CZ071,ALL#WORLD#EUR#CZE_SVK#CZE#CZ0#CZ07#CZ071,False,,DEPARTMENT,CZE,4,DEPARTMENT
Kudus,KUDUS,ALL#WORLD#ASIA#IDN#CENTRALJAVA#KUDUS,False,,REGION,IDN,2,REGENCY
Ferrol,FERRO,ALL#WORLD#EUR#ESP#FERRO,False,,CITY,ESP,1,AUTONOMOUS COMMUNITY
East Yorkshire and Northern Lincolnshire,GBR_EASTYORK_NORTHLINCOLN,ALL#WORLD#EUR#GBR#GBR_EASTYORK_NORTHLINCOLN,False,,REGION,GBR,1,DISTRICT
Columbia IN,COLUMBIAIN,ALL#WORLD#NOAME#USA#EASCB#INDIA#COLUMBIAIN,False,,CITY,USA,3,CITY
HRZ Extra-Regio NUTS 1,HRZ,ALL#WORLD#EUR#HRV#HRZ,False,,NATIONAL_REGION,HRV,1,CITY
Mansfeld-Südharz,MANSFELD-SDHARZ---GER,ALL#WORLD#EUR#DEU#SAXOY#MANSFELD-SDHARZ---GER,False,,TERRITORY,DEU,2,DISTRICT
Ravensburg,RAVENSBURG---GER,ALL#WORLD#EUR#DEU#BADEW#RAVENSBURG---GER,False,,TERRITORY,DEU,2,DISTRICT
Domingos Martins,DOMIN_MARTIN,ALL#WORLD#SOAME#BRA#BRANE#ESPIR#DOMIN_MARTIN,False,,CITY,BRA,3,CITY
Ceuta,ES630,ALL#WORLD#EUR#ESP#ES6#ES63#ES630,False,,DEPARTMENT,ESP,3,COMARCA
Waseca MN,WASCEMI,ALL#WORLD#NOAME#USA#WECB#MINNE#WASCEMI,False,,CITY,USA,3,CITY
Cornwall and Isles of Scilly,GBR_CORNW_SCILLY,ALL#WORLD#EUR#GBR#GBR_CORNW_SCILLY,False,,COUNTY,GBR,1,COUNTRY
Vysotsk,VYSOTSK,ALL#WORLD#EUR#RUS#VYSOTSK,False,,PORT_TERMINAL,RUS,1,PORT_TERMINAL
Leiden Agglomeration and Bulb Region,NL363,ALL#WORLD#EUR#NLD#NL3#NL36#NL363,False,,DEPARTMENT,NLD,3,DEPARTMENT
Surabaya,PORT_IDSUB,ALL#WORLD#ASIA#IDN#PORT_IDSUB,False,,PORT_TERMINAL,IDN,1,PORT_TERMINAL
Adrar,ADRAR,ALL#WORLD#AFR#DZA#ADRAR,False,,REGION,DZA,1,PROVINCE
Hainaut,BEL_HAINA,ALL#WORLD#EUR#BEL#BEL_HAINA,False,,COUNTY,BEL,1,REGION
Zakarpattia,ZAK,ALL#WORLD#EUR#UKR#ZAK,False,,DEPARTMENT,UKR,1,REGION
Mauban,QUEZON_MAUBAN,ALL#WORLD#ASIA#PHL#QUEZON#QUEZON_MAUBAN,False,,CITY,PHL,2,MUNICIPALITY
Mont-de-Marsan,MONTMARS,ALL#WORLD#EUR#FRA#MONTMARS,False,,CITY,FRA,1,METROPOLITAN REGION
Port Adelaide,AUSOU_PA,ALL#WORLD#OCE#AUS#AUSOU#AUSOU_PA,False,,CITY,AUS,2,LOCAL GOVERNMENT AREA
Prairie Du Chien WI,PRAWICI,ALL#WORLD#NOAME#USA#EASCB#WISCO#PRAWICI,False,,CITY,USA,3,CITY
Marghera,MARG,ALL#WORLD#EUR#ITA#ITNE#ITVEN#ITVNZ#MARG,False,,CITY,ITA,4,CITY
Icel,ICEL,ALL#WORLD#ASIA#TUR#ICEL,False,,STATE,TUR,1,PROVINCE
Northeast Missouri MS River MO,NEMSRMO,ALL#WORLD#NOAME#USA#WECB#MISSO#NEMSRMO,False,,REGION,USA,3,REGION
Kitzingen,DE268,ALL#WORLD#EUR#DEU#DE2#DE26#DE268,False,,DEPARTMENT,DEU,3,MUNICIPALITY
Bacolod,BACOLOD,ALL#WORLD#ASIA#PHL#BACOLOD,False,,CITY,PHL,1,REGION
Cushing OK,CUOK,ALL#WORLD#NOAME#USA#SOPLA#OKLAH#CUOK,False,,REGION,USA,3,REGION
Eastern China,ESTCH,ALL#WORLD#ASIA#CHN#ESTCH,False,,NATIONAL_REGION,CHN,1,AUTONOMOUS REGION
Kaiserslautern (Rural District),DEB3F,ALL#WORLD#EUR#DEU#DEB#DEB3#DEB3F,False,,DEPARTMENT,DEU,3,MUNICIPALITY
Columbus IA,COIA,ALL#WORLD#NOAME#USA#WECB#IOWA#COIA,False,,CITY,USA,3,CITY
Makassar,MAKA,ALL#WORLD#ASIA#IDN#MAKA,False,,CITY,IDN,1,GEOGRAPHICAL UNIT
Shantou,SHANTOU,ALL#WORLD#ASIA#CHN#GUANG#SHANTOU,False,,CITY,CHN,2,PREFECTURE-LEVEL DIVISION
Göttingen,DE91C,ALL#WORLD#EUR#DEU#DE9#DE91#DE91C,False,,DEPARTMENT,DEU,3,MUNICIPALITY
Jincheng,JINCHENG,ALL#WORLD#ASIA#CHN#SHANX#JINCHENG,False,,CITY,CHN,2,PREFECTURE-LEVEL DIVISION
Severozápad,CZE_SEVEROZP,ALL#WORLD#EUR#CZE_SVK#CZE#CZE_SEVEROZP,False,,REGION,CZE,2,DISTRICT
Kebumen,KEBUMEN,ALL#WORLD#ASIA#IDN#CENTRALJAVA#KEBUMEN,False,,REGION,IDN,2,REGENCY
Vyshhorodskyi Raion,UA615,ALL#WORLD#EUR#UKR#UA6#UA61#UA615,False,,DEPARTMENT,UKR,3,DEPARTMENT
Tanjung Buyut,TANJUNG_BUYUT,ALL#WORLD#ASIA#IDN#TANJUNG_BUYUT,False,,PORT_TERMINAL,IDN,1,PORT_TERMINAL
Coesfeld,DEA35,ALL#WORLD#EUR#DEU#DEA#DEA3#DEA35,False,,DEPARTMENT,DEU,3,MUNICIPALITY
Graz,AT221,ALL#WORLD#EUR#AUT#AT2#AT22#AT221,False,,DEPARTMENT,AUT,3,DEPARTMENT
Northern Ireland UK,TLN,ALL#WORLD#EUR#GBR#TLN,False,,NATIONAL_REGION,GBR,1,DISTRICT
Mianyang,Mianyang,ALL#WORLD#ASIA#CHN#SICHU#Mianyang,False,,CITY,CHN,2,PREFECTURE-LEVEL DIVISION
KARASU ,KRU,ALL#WORLD#ASIA#TUR#SKRYA#KRU,False,,CITY,TUR,2,DISTRICT
Tacloban,TACLOBAN,ALL#WORLD#ASIA#PHL#TACLOBAN,False,,CITY,PHL,1,REGION
Volnovakha District,UA212,ALL#WORLD#EUR#UKR#UA2#UA21#UA212,False,,DEPARTMENT,UKR,3,DEPARTMENT
Yicheng,YICHENG,ALL#WORLD#ASIA#CHN#HUBEI#XIANG#YICHENG,False,,CITY,CHN,3,COUNTY-LEVEL DIVISION
Province Bornholm,DK_BRNHLM,ALL#WORLD#EUR#DNK#DK_BRNHLM,False,,REGION,DNK,1,REGION
Umuarama,UMUAR,ALL#WORLD#SOAME#BRA#BRASO#PARAN#UMUAR,False,,CITY,BRA,3,CITY
Port of Spain,PORT_SPA,ALL#WORLD#NOAME#TTO#PORT_SPA,False,,PORT_TERMINAL,TTO,1,PORT_TERMINAL
West Bačka District,RS121,ALL#WORLD#EUR#SRB#RS1#RS12#RS121,False,,DEPARTMENT,SRB,3,DEPARTMENT
Khenchela,KHENCHELA,ALL#WORLD#AFR#DZA#KHENCHELA,False,,REGION,DZA,1,PROVINCE
Kuala Perlis,KUALAPERLIS,ALL#WORLD#ASIA#MYS#KUALAPERLIS,False,,REGION,MYS,1,FEDERAL TERRITORY
Gladstone,PORT_AUGLT,ALL#WORLD#OCE#AUS#PORT_AUGLT,False,,PORT_TERMINAL,AUS,1,PORT_TERMINAL
Tagonoura,PORT_JPTGO,ALL#WORLD#ASIA#JPN#PORT_JPTGO,False,,PORT_TERMINAL,JPN,1,PORT_TERMINAL
Carira,CARIRA,ALL#WORLD#SOAME#BRA#BRACW#SERGI#CARIRA,False,,CITY,BRA,3,CITY
Antalya,ANTLYA,ALL#WORLD#ASIA#TUR#ANTLYA,False,,STATE,TUR,1,PROVINCE
Norfolk Terminal VA,PORT_USORF,ALL#WORLD#NOAME#USA#PORT_USORF,False,,PORT_TERMINAL,USA,1,PORT_TERMINAL
Northern and Eastern Bulgaria,BGR_NORTH_EAST,ALL#WORLD#EUR#BGR#BGR_NORTH_EAST,False,,NATIONAL_REGION,BGR,1,REGION
Currais Novos,CURRAISNOVOS,ALL#WORLD#SOAME#BRA#BRACW#RIOGN#CURRAISNOVOS,False,,CITY,BRA,3,CITY
Kalmius District,UA215,ALL#WORLD#EUR#UKR#UA2#UA21#UA215,False,,DEPARTMENT,UKR,3,DEPARTMENT
Istanbul,TR100,ALL#WORLD#ASIA#TUR#TR1#TR10#TR100,False,,DEPARTMENT,TUR,3,DEPARTMENT
Benghazi,BENGHA,ALL#WORLD#AFR#LBY#BENGHA,False,,CITY,LBY,1,POPULARATE
Igdir,IGDIR,ALL#WORLD#ASIA#TUR#IGDIR,False,,STATE,TUR,1,PROVINCE
Southwest Pass,PORT_USSW8,ALL#WORLD#NOAME#USA#PORT_USSW8,False,,PORT_TERMINAL,USA,1,PORT_TERMINAL
Ore Mountain District,DED42,ALL#WORLD#EUR#DEU#DED#DED4#DED42,False,,DEPARTMENT,DEU,3,MUNICIPALITY
Yugozapadna and Yuzhna tsentralna,BGR_YUGOZAPADA_YUZHNA,ALL#WORLD#EUR#BGR#BGR_YUGOZAPADA_YUZHNA,False,,REGION,BGR,1,REGION
Dionisio Cerqueira,DIONISIO_CERQUEIRA,ALL#WORLD#SOAME#BRA#BRASO#SANTA#DIONISIO_CERQUEIRA,False,,CITY,BRA,3,CITY
Bolhrad District,UA423,ALL#WORLD#EUR#UKR#UA4#UA42#UA423,False,,DEPARTMENT,UKR,3,DEPARTMENT
Świecie County,PL618,ALL#WORLD#EUR#POL#PL6#PL61#PL618,False,,DEPARTMENT,POL,3,GMINA
Viersen,DEA1E,ALL#WORLD#EUR#DEU#DEA#DEA1#DEA1E,False,,DEPARTMENT,DEU,3,MUNICIPALITY
Middlebourne WV,MIDDLEWV,ALL#WORLD#NOAME#USA#APPAL#WESTV#MIDDLEWV,False,,CITY,USA,3,CITY
Province of Flemish Brabant,BE24,ALL#WORLD#EUR#BEL#BE2#BE24,False,,REGION,BEL,2,PROVINCE
Vila do conde,PORT_PTVIC,ALL#WORLD#EUR#PRT#PORT_PTVIC,False,,PORT_TERMINAL,PRT,1,PORT_TERMINAL
Shah Alam,SHA,ALL#WORLD#ASIA#MYS#SHA,False,,CITY,MYS,1,FEDERAL TERRITORY
Saxon Switzerland-Eastern Ore Mountains,DED2F,ALL#WORLD#EUR#DEU#DED#DED2#DED2F,False,,DEPARTMENT,DEU,3,MUNICIPALITY
Aquitaine,FRI1,ALL#WORLD#EUR#FRA#FRI#FRI1,False,,REGION,FRA,2,DEPARTMENT
Centerville SD,CENSD,ALL#WORLD#NOAME#USA#NOPLA#SODAK#CENSD,False,,CITY,USA,3,CITY
Timiș,RO424,ALL#WORLD#EUR#ROU#RO4#RO42#RO424,False,,DEPARTMENT,ROU,3,DEPARTMENT
Matarbari,PORT_MATAR,ALL#WORLD#ASIA#BGD#PORT_MATAR,False,,PORT_TERMINAL,BGD,1,PORT_TERMINAL
Tuscany,ITI1,ALL#WORLD#EUR#ITA#ITI#ITI1,False,,REGION,ITA,2,PROVINCE
Tokat,TOKAT,ALL#WORLD#ASIA#TUR#TOKAT,False,,STATE,TUR,1,PROVINCE
Cyprus,CY00,ALL#WORLD#ASIA#CYP#CY0#CY00,False,,REGION,CYP,2,REGION
Siirt,TRC34,ALL#WORLD#ASIA#TUR#TRC#TRC3#TRC34,False,,DEPARTMENT,TUR,3,DEPARTMENT
Outer Harbor,OTRHBR,ALL#WORLD#OCE#AUS#AUSOU#OTRHBR,False,,CITY,AUS,2,LOCAL GOVERNMENT AREA
Coromandel,COROMANDEL,ALL#WORLD#SOAME#BRA#BRANE#MINAS#COROMANDEL,False,,CITY,BRA,3,CITY
Manfredonia,MANF,ALL#WORLD#EUR#ITA#MANF,False,,CITY,ITA,1,REGION
Pays de la Loire,FRG0,ALL#WORLD#EUR#FRA#FRG#FRG0,False,,REGION,FRA,2,DEPARTMENT
Port of Halifax,PORT_HAL,ALL#WORLD#NOAME#CAN#PORT_HAL,False,,PORT_TERMINAL,CAN,1,PORT_TERMINAL
Onida 4 SD,ONIDAASO,ALL#WORLD#NOAME#USA#NOPLA#SODAK#ONIDAASO,False,,CITY,USA,3,CITY
Tasso Fragoso,TASSDFRAG,ALL#WORLD#SOAME#BRA#BRACW#MARAN#TASSDFRAG,False,,CITY,BRA,3,CITY
Apulia,ITF4,ALL#WORLD#EUR#ITA#ITF#ITF4,False,,REGION,ITA,2,PROVINCE
Santiago De Cuba,SANTIAGO_CUBA,ALL#WORLD#NOAME#CUB#SANTIAGO_CUBA,False,,PORT_TERMINAL,CUB,1,PORT_TERMINAL
Ibicuy,IBICU,ALL#WORLD#SOAME#ARG#MESAR#ENRME#IBICU,False,,CITY,ARG,3,CITY
Açu,ACU,ALL#WORLD#SOAME#BRA#BRACW#RIOGN#ACU,False,,CITY,BRA,3,CITY
Dong Thap Province,DONGTHAP,ALL#WORLD#ASIA#VNM#DONGTHAP,False,,DEPARTMENT,VNM,1,PROVINCE
Emsland,DE949,ALL#WORLD#EUR#DEU#DE9#DE94#DE949,False,,DEPARTMENT,DEU,3,MUNICIPALITY
Wales UK,TLL,ALL#WORLD#EUR#GBR#TLL,False,,NATIONAL_REGION,GBR,1,DISTRICT
Aden,PORT_YEADE,ALL#WORLD#ASIA#YEM#PORT_YEADE,False,,PORT_TERMINAL,YEM,1,PORT_TERMINAL
West Italy,W_ITA,ALL#WORLD#EUR#ITA#W_ITA,False,,REGION,ITA,1,REGION
Araraquara,ARARA,ALL#WORLD#SOAME#BRA#BRANE#SAOPO#ARARA,False,,CITY,BRA,3,CITY
Lüneburg,DE93,ALL#WORLD#EUR#DEU#DE9#DE93,False,,REGION,DEU,2,DISTRICT
Salvador,SALVA,ALL#WORLD#SOAME#BRA#BRACW#BAHIA#SALVA,False,,CITY,BRA,3,CITY
Santa Vitoria,SANTAVITORIA,ALL#WORLD#SOAME#BRA#BRANE#MINAS#SANTAVITORIA,False,,CITY,BRA,3,CITY
Rhein-Lahn-Kreis,RHEIN-LAHN-KREIS--GER,ALL#WORLD#EUR#DEU#RHINE#RHEIN-LAHN-KREIS--GER,False,,TERRITORY,DEU,2,DISTRICT
Kirovohrad Oblast,UA33,ALL#WORLD#EUR#UKR#UA3#UA33,False,,REGION,UKR,2,RAION
Aveiro,AVEI,ALL#WORLD#EUR#PRT#AVEI,False,,CITY,PRT,1,DISTRICT
Klaipėda County,LT023,ALL#WORLD#EUR#LTU#LT0#LT02#LT023,False,,DEPARTMENT,LTU,3,MUNICIPALITY
Prignitz,DE40F,ALL#WORLD#EUR#DEU#DE4#DE40#DE40F,False,,DEPARTMENT,DEU,3,MUNICIPALITY
Mykolaiv,PORT_UANLV,ALL#WORLD#EUR#UKR#PORT_UANLV,False,,PORT_TERMINAL,UKR,1,PORT_TERMINAL
ASHDOD,ASHDOD,ALL#WORLD#ASIA#ISR#ASHDOD,False,,PORT_TERMINAL,ISR,1,PORT_TERMINAL
Carinthia,AT21,ALL#WORLD#EUR#AUT#AT2#AT21,False,,REGION,AUT,2,DISTRICT
Beulah MI,BEULAHMI,ALL#WORLD#NOAME#USA#EASCB#MICHI#BEULAHMI,False,,CITY,USA,3,CITY
Ariana,ARI,ALL#WORLD#AFR#TUN#ARI,False,,REGION,TUN,1,GOVERNORATE
Valladolid,ES418,ALL#WORLD#EUR#ESP#ES4#ES41#ES418,False,,DEPARTMENT,ESP,3,COMARCA
Baltimore,BALT,ALL#WORLD#NOAME#USA#NOEAS#MARYL#BALT,False,,CITY,USA,3,CITY
Go Gia,PORT_GOGIA,ALL#WORLD#ASIA#VNM#PORT_GOGIA,False,,PORT_TERMINAL,VNM,1,PORT_TERMINAL
Ipameri,IPAMERI,ALL#WORLD#SOAME#BRA#GOIAS#IPAMERI,False,,CITY,BRA,2,MUNICIPALITY
KORSOR,KORSOR,ALL#WORLD#EUR#DNK#KORSOR,False,,PORT_TERMINAL,DNK,1,PORT_TERMINAL
"TEXAS, SOUTHERN HIGH PLAINS",TX_SOUTH_HIGH_PLAINS,ALL#WORLD#NOAME#USA#SOPLA#TEXAS#TX_SOUTH_HIGH_PLAINS,False,,REGION,USA,3,REGION
Trier,DEU_TRIER,ALL#WORLD#EUR#DEU#DEU_TRIER,False,,CITY,DEU,1,STATE
Eichstätt,EICHSTTT---GER,ALL#WORLD#EUR#DEU#BAVAR#EICHSTTT---GER,False,,TERRITORY,DEU,2,DISTRICT
Jaborandi,JABRNDI,ALL#WORLD#SOAME#BRA#BRACW#BAHIA#JABRNDI,False,,CITY,BRA,3,CITY
Other Groningen,NL115,ALL#WORLD#EUR#NLD#NL1#NL11#NL115,False,,DEPARTMENT,NLD,3,DEPARTMENT
Gurupi,GURUPI,ALL#WORLD#SOAME#BRA#BRANO#TOCAN#GURUPI,False,,CITY,BRA,3,CITY
Bochum (Independent City),DEA51,ALL#WORLD#EUR#DEU#DEA#DEA5#DEA51,False,,DEPARTMENT,DEU,3,MUNICIPALITY
Diepholz,DIEPHOLZZ-GER,ALL#WORLD#EUR#DEU#LOWSA#DIEPHOLZZ-GER,False,,TERRITORY,DEU,2,DISTRICT
Macroregion South,POL_MACRO_S,ALL#WORLD#EUR#POL#POL_MACRO_S,False,,REGION,POL,1,VOIVODSHIP
Rabat - Salé - Zemmour - Zaer,RAB_SAL_ZEM_ZAE,ALL#WORLD#AFR#MAR#RAB_SAL_ZEM_ZAE,False,,REGION,MAR,1,REGION
Friendship WI,FRIENDWISCO,ALL#WORLD#NOAME#USA#EASCB#WISCO#FRIENDWISCO,False,,CITY,USA,3,CITY
Groß-Gerau,DE718,ALL#WORLD#EUR#DEU#DE7#DE71#DE718,False,,DEPARTMENT,DEU,3,MUNICIPALITY
Tyndall,TYLL,ALL#WORLD#NOAME#USA#NOPLA#SODAK#TYLL,False,,CITY,USA,3,CITY
Aomori,AOMORI,ALL#WORLD#ASIA#JPN#AOMORI,False,,CITY,JPN,1,PREFECTURE
Drenthe,NL13,ALL#WORLD#EUR#NLD#NL1#NL13,False,,REGION,NLD,2,MUNICIPALITY
Split,PORT_HRSPU,ALL#WORLD#EUR#HRV#PORT_HRSPU,False,,PORT_TERMINAL,HRV,1,PORT_TERMINAL
Sao Jose Dos Ausentes,SAO_JOSE_DOS_AUSENTES,ALL#WORLD#SOAME#BRA#BRASO#RIOGS#SAO_JOSE_DOS_AUSENTES,False,,CITY,BRA,3,CITY
Günzburg,DE278,ALL#WORLD#EUR#DEU#DE2#DE27#DE278,False,,DEPARTMENT,DEU,3,MUNICIPALITY
Latina,ITI44,ALL#WORLD#EUR#ITA#ITI#ITI4#ITI44,False,,DEPARTMENT,ITA,3,MUNICIPALITY
Buenos Aires,PORT_ARBUE,ALL#WORLD#SOAME#ARG#PORT_ARBUE,False,,PORT_TERMINAL,ARG,1,PORT_TERMINAL
Passos,PASSOS,ALL#WORLD#SOAME#BRA#BRANE#MINAS#PASSOS,False,,CITY,BRA,3,CITY
Ain-Defla,AINDEF,ALL#WORLD#AFR#DZA#AINDEF,False,,REGION,DZA,1,PROVINCE
Shostka District,UA125,ALL#WORLD#EUR#UKR#UA1#UA12#UA125,False,,DEPARTMENT,UKR,3,DEPARTMENT
Arapiraca,ARAPICA,ALL#WORLD#SOAME#BRA#BRACW#ALAGO#ARAPICA,False,,CITY,BRA,3,CITY
Piacenza,ITH51,ALL#WORLD#EUR#ITA#ITH#ITH5#ITH51,False,,DEPARTMENT,ITA,3,MUNICIPALITY
Springfield MO,AEZFC,ALL#WORLD#NOAME#USA#WECB#MISSO#AEZFC,False,,CITY,USA,3,CITY
Jaraguari,JARMS,ALL#WORLD#SOAME#BRA#BRASE#MATOS#JARMS,False,,CITY,BRA,3,CITY
Pekalongan,PEKALONGAN,ALL#WORLD#ASIA#IDN#CENTRALJAVA#PEKALONGAN,False,,REGION,IDN,2,REGENCY
Kurman District,UA446,ALL#WORLD#EUR#UKR#UA4#UA44#UA446,False,,DEPARTMENT,UKR,3,DEPARTMENT
Nord-Pas de Calais,FRE1,ALL#WORLD#EUR#FRA#FRE#FRE1,False,,REGION,FRA,2,DEPARTMENT
St. Gallen,CH055,ALL#WORLD#EUR#CHE#CH0#CH05#CH055,False,,DEPARTMENT,CHE,3,MUNICIPALITY
Izmail,PORT_UAIZM,ALL#WORLD#EUR#UKR#PORT_UAIZM,False,,PORT_TERMINAL,UKR,1,PORT_TERMINAL
Prignitz,PRIGNITZ---GER,ALL#WORLD#EUR#DEU#BRAND#PRIGNITZ---GER,False,,TERRITORY,DEU,2,DISTRICT
Saarland,DEC0,ALL#WORLD#EUR#DEU#DEC#DEC0,False,,REGION,DEU,2,DISTRICT
Luanda,LUAN,ALL#WORLD#AFR#AGO#LUAN,False,,CITY,AGO,1,PROVINCE
Saint Bernard,BERN,ALL#WORLD#NOAME#USA#DELTA#LOUIS#BERN,False,,CITY,USA,3,CITY
Ludwigshafen am Rhein (Independent City),DEB34,ALL#WORLD#EUR#DEU#DEB#DEB3#DEB34,False,,DEPARTMENT,DEU,3,MUNICIPALITY
Fukui,PORT_JPFKJ,ALL#WORLD#ASIA#JPN#PORT_JPFKJ,False,,PORT_TERMINAL,JPN,1,PORT_TERMINAL
Yugoiztochen,BGR_YUGOIZTOCHEN,ALL#WORLD#EUR#BGR#BGR_YUGOIZTOCHEN,False,,REGION,BGR,1,REGION
Port of Kingston,PORT_KIJM,ALL#WORLD#NOAME#JAM#PORT_KIJM,False,,PORT_TERMINAL,JAM,1,PORT_TERMINAL
Alicante,ES521,ALL#WORLD#EUR#ESP#ES5#ES52#ES521,False,,DEPARTMENT,ESP,3,COMARCA
Svishtov,PORT_BGSVZ,ALL#WORLD#EUR#BGR#PORT_BGSVZ,False,,PORT_TERMINAL,BGR,1,PORT_TERMINAL
Quảng Nam,QUANG_NAM,ALL#WORLD#ASIA#VNM#QUANG_NAM,False,,REGION,VNM,1,PROVINCE
Praia da vitoria,Praia_vitoria,ALL#WORLD#EUR#PRT#Praia_vitoria,False,,CITY,PRT,1,DISTRICT
Halland County,SE231,ALL#WORLD#EUR#SWE#SE2#SE23#SE231,False,,DEPARTMENT,SWE,3,BOROUGH
Skadovsk,SKADO,ALL#WORLD#EUR#UKR#SOUKR#KHERS#SKADO,False,,CITY,UKR,3,CITY
Mound,MOUND,ALL#WORLD#EUR#RUS#MOUND,False,,CITY,RUS,1,REPUBLIC
Hoofu,PORT_JPHOF,ALL#WORLD#ASIA#JPN#PORT_JPHOF,False,,PORT_TERMINAL,JPN,1,PORT_TERMINAL
District of Philippeville,BE353,ALL#WORLD#EUR#BEL#BE3#BE35#BE353,False,,DEPARTMENT,BEL,3,ARRONDISSEMENT
Alföld és Észak,HUN_ALFOLD_PANNONIE,ALL#WORLD#EUR#HUN#HUN_ALFOLD_PANNONIE,False,,REGION,HUN,1,CAPITAL CITY
Maynardville TN,MAYNARDVILLETN,ALL#WORLD#NOAME#USA#APPAL#TENNE#MAYNARDVILLETN,False,,CITY,USA,3,CITY
Nouadhibou,NOUADHIBOU,ALL#WORLD#AFR#MRT#NOUADHIBOU,False,,PORT_TERMINAL,MRT,1,PORT_TERMINAL
Acmetonia Lock 3 PA,ACPENN,ALL#WORLD#NOAME#USA#NOEAS#PENNS#ACPENN,False,,CITY,USA,3,CITY
Batman,TRC32,ALL#WORLD#ASIA#TUR#TRC#TRC3#TRC32,False,,DEPARTMENT,TUR,3,DEPARTMENT
Augusta 2 KY,AUGUSTAKY,ALL#WORLD#NOAME#USA#KSS#AUGUSTAKY,False,,CITY,USA,2,COUNTY
Burgenland District,DEE08,ALL#WORLD#EUR#DEU#DEE#DEE0#DEE08,False,,DEPARTMENT,DEU,3,MUNICIPALITY
Mariveles,PORT_PHMVS,ALL#WORLD#ASIA#PHL#PORT_PHMVS,False,,PORT_TERMINAL,PHL,1,PORT_TERMINAL
Gran Canaria,ES705,ALL#WORLD#EUR#ESP#ES7#ES70#ES705,False,,DEPARTMENT,ESP,3,COMARCA
Amambaí,AMAM,ALL#WORLD#SOAME#BRA#BRASE#MATOS#AMAM,False,,CITY,BRA,3,CITY
Tokyo Koukuu Kamotsu	,TKK,ALL#WORLD#ASIA#JPN#TKK,False,,PORT_TERMINAL,JPN,1,PORT_TERMINAL
Yicheng_Linfen,YICHENG-LINFEN,ALL#WORLD#ASIA#CHN#SHANX#YICHENG-LINFEN,False,,COUNTY,CHN,2,PREFECTURE-LEVEL DIVISION
Tunceli,TRB14,ALL#WORLD#ASIA#TUR#TRB#TRB1#TRB14,False,,DEPARTMENT,TUR,3,DEPARTMENT
Westwego LA,PORT_USWWO,ALL#WORLD#NOAME#USA#PORT_USWWO,False,,PORT_TERMINAL,USA,1,PORT_TERMINAL
