NAME,CODE,HIERARCHY,IS_GROUP,CHILDREN,LEVEL_NAME,PROBLEM,PARENT,LEVEL_NUMBER,OFFICIAL_LEVEL_NAME,COLUMN_PROBLEM
Gangavaram Port,GANGAVARAM,GANGAVARAM,False,,PORT_TERMINAL,ComplianceConstraint - outlier,,,,
Vĩnh Long,VINH_LONG,VINH_LONG,False,,REGION,ComplianceConstraint - outlier,,,,
 HAMBURGMITTE ,DEHTJ,HAMB#DEHTJ,False,,ALL,ComplianceConstraint - outlier,,,,
Europe Middle East and Africa,EMEA,ALL#WORLD#EMEA,False,,REGION,ComplianceConstraint - outlier,,,,
Latin America,LATIN,ALL#WORLD#Americas#LATIN,False,,COUNTRY_GROUP,ComplianceConstraint - outlier,,,,
Segamat District,SEGAMAT,SEGAMAT,False,,FEDERAL_DISTRICT,ComplianceConstraint - outlier,,,,
Luanda and Lomé,LUAN_LOME,LUAN_LOME,True,"[
  ""LUAN"",
  ""LOME""
]",,ComplianceConstraint - outlier,,,,
Black Sea and South America,BSEA_SOAME,BSEA_SOAME,True,[],,ComplianceConstraint - outlier,,,,
West Cast South America,AREA_WCSA,ALL#WORLD#AREA_WCSA,False,,REGION,ComplianceConstraint - outlier,,,,
Vietnam and Indonesia,VNMIDN,VNMIDN,True,"[
  ""IDN"",
  ""VNM""
]",,ComplianceConstraint - outlier,,,,
"Argentina, Brazil and South Africa",ARG_BRA_SAF,ARG_BRA_SAF,False,,COUNTRY_GROUP,ComplianceConstraint - outlier,,,,
Argentina and Brazil,ARNBR,ARNBR,True,"[
  ""BRA"",
  ""ARG""
]",,ComplianceConstraint - outlier,,,,
Red Sea,REDSEA,ALL#WORLD#AFRMI#REDSEA,False,,REGION,ComplianceConstraint - outlier,,,,
North Coast South America,AREA_NCSA,ALL#WORLD#AREA_NCSA,False,,REGION,ComplianceConstraint - outlier,,,,
PADD 5 (West Coast),PADD5,PADD5,True,"[
  ""ALASK"",
  ""HAWAI"",
  ""ARIZO"",
  ""NEVAD"",
  ""CALIF"",
  ""OREGO"",
  ""WASHI""
]",,ComplianceConstraint - outlier,,,,
Karaikal,KARAIKAL,KARAIKAL,False,,CITY,ComplianceConstraint - outlier,,,,
Aps,PORT_APS,PORT_APS,False,,PORT_TERMINAL,ComplianceConstraint - outlier,,,,
Turkey and Egypt,TUR_EGY,TUR_EGY,True,"[
  ""EGY"",
  ""TUR""
]",,ComplianceConstraint - outlier,,,,
PARAGUAI,PRG,CENTRAL_SOUTH_AMERICA#PRG,False,,REGION,ComplianceConstraint - outlier,,,,
North Europe,N_EU,ALL#WORLD#EUR#N_EU,False,,REGION,ComplianceConstraint - outlier,,,,
AUSTRALASIA & OCEANIA,AUSTRALASIA_OCEANIA,AUSTRALASIA_OCEANIA,False,,REGION,ComplianceConstraint - outlier,,,,
Ras Al Khaimah,RAS_AL_KHAIMAH,ALL#WORLD#UAE#RAS_AL_KHAIMAH,True,[],,ComplianceConstraint - outlier,,,,
Kenya / Mozambique,KEN_MOZ,KEN_MOZ,True,"[
  ""KEN"",
  ""MOZ""
]",,ComplianceConstraint - outlier,,,,
Bentong,BENTONG,BENTONG,False,,CITY,ComplianceConstraint - outlier,,,,
PT/KU/UL,PT_KU_UL,ALL#WORLD#ASIA#KOR#PT_KU_UL,True,"[
  ""PYEON"",
  ""KUN"",
  ""ULSAN""
]",,ComplianceConstraint - outlier,,,,
"Russia, Ukraine",RUS_UKR,RUS_UKR,False,,REGION,ComplianceConstraint - outlier,,,,
Santos Tubarao Itacoatiara Barcarena,STS_TUB_ITA_BARCA,STS_TUB_ITA_BARCA,True,"[
  ""TUBA"",
  ""ITAAM"",
  ""SANTO"",
  ""BARCA""
]",,ComplianceConstraint - outlier,,,,
England Eastern,EN-EA,EN-EA,False,,REGION,ComplianceConstraint - outlier,,,,
EU28,EU28,ALL#WORLD#EUR#EU28,False,,COUNTRY_GROUP,ComplianceConstraint - outlier,,,,
Indonesia and Myanmar,INDMYAN,INDMYAN,True,"[
  ""IDN"",
  ""MMR""
]",,ComplianceConstraint - outlier,,,,
Kuwait and Oman,KWTOMN,ALL#WORLD#MIDDL#KWTOMN,True,[],,ComplianceConstraint - outlier,,,,
Hamad,HAMAD,ALL#WORLD#ASIA#IND#HAMAD,False,,COUNTRY,ComplianceConstraint - outlier,,,,
Hargshamn,HARSSHAMN,HARSSHAMN,False,,PORT_TERMINAL,ComplianceConstraint - outlier,,,,
ESKIHOLDEN,ESKIHOL,ESKIHOL,False,,PORT_TERMINAL,ComplianceConstraint - outlier,,,,
NASS USA Others,NASS_USAOTHERS,ALL#WORLD#NOAME#USA#NASS_USAOTHERS,True,[],,ComplianceConstraint - outlier,,,,
West Pacific,W_PAC,W_PAC,False,,REGION,ComplianceConstraint - outlier,,,,
Ciskei,CISKEI,ALL#WORLD#AFR#CISKEI,False,,COUNTRY,ComplianceConstraint - outlier,,,,
PADD 2 (Midwest),PADD2,PADD2,True,"[
  ""KENTU"",
  ""TENNE"",
  ""ILLIN"",
  ""INDIA"",
  ""MICHI"",
  ""OHIO"",
  ""WISCO"",
  ""NEBRA"",
  ""NODAK"",
  ""SODAK"",
  ""KANSA"",
  ""OKLAH"",
  ""IOWA"",
  ""MINNE"",
  ""MISSO""
]",,ComplianceConstraint - outlier,,,,
PADD 4 (Rocky Mountain),PADD4,PADD4,True,"[
  ""IDAHO"",
  ""UTAH"",
  ""WYOMI"",
  ""MONTA"",
  ""COLOR""
]",,ComplianceConstraint - outlier,,,,
US Gulf and South America,USG_SOAME,USG_SOAME,True,[],,ComplianceConstraint - outlier,,,,
Constanta Varna Burgas,CVB,CVB,True,"[
  ""CONST"",
  ""VARNC"",
  ""BURGB""
]",,ComplianceConstraint - outlier,,,,
West Coast Central America,AREA_WCCA,ALL#WORLD#AREA_WCCA,False,,REGION,ComplianceConstraint - outlier,,,,
Shandong and Henan,Shandong_Henan,ALL#WORLD#ASIA#CHN#Shandong_Henan,True,"[
  ""SHAND"",
  ""HENAN""
]",,ComplianceConstraint - outlier,,,,
Australia and New Zealand,AUSNZL,AUSNZL,True,"[
  ""NZL"",
  ""AUS""
]",,ComplianceConstraint - outlier,,,,
Kenya/Uganda,KEN_UGA,KEN_UGA,True,"[
  ""KEN"",
  ""UGA""
]",,ComplianceConstraint - outlier,,,,
Tradeflow USA SRW,USASRW,USASRW,True,"[
  ""USA""
]",,ComplianceConstraint - outlier,,,,
Gorj,GORJ,ALL#WORLD#EUR#ROU#GORJ,False,,COUNTRY,ComplianceConstraint - outlier,,,,
Mid-Mississippi,MIDMISS,ALL#WORLD#NOAME#USA#DELTA#MISSI#MIDMISS,True,[],,ComplianceConstraint - outlier,,,,
"Russia, USA",RUS_USA,ALL#WORLD#RUS_USA,False,,ALL,ComplianceConstraint - outlier,,,,
Vietnam and Malaysia,VNM_MYS,VNM_MYS,True,"[
  ""MYS"",
  ""VNM""
]",,ComplianceConstraint - outlier,,,,
North Scotland,NSCOT,NSCOT,False,,REGION,ComplianceConstraint - outlier,,,,
parcel Port,PARCEL_PORT,PARCEL_PORT,False,,PORT_TERMINAL,ComplianceConstraint - outlier,,,,
CENTRAL & SOUTH AMERICA,CENTRAL_SOUTH_AMERICA,CENTRAL_SOUTH_AMERICA,False,,REGION,ComplianceConstraint - outlier,,,,
South Lanao,SOUTHLANAO,SOUTHLANAO,False,,NATIONAL_REGION,ComplianceConstraint - outlier,,,,
Russia and Finland,RUSFIN,RUSFIN,True,"[
  ""FIN"",
  ""RUS""
]",,ComplianceConstraint - outlier,,,,
Hungary and Sweden,HUNSWE,ALL#WORLD#EUR#HUNSWE,True,[],,ComplianceConstraint - outlier,,,,
Kenya and Uganda,KENUGA,ALL#WORLD#AFR#KENUGA,True,[],,ComplianceConstraint - outlier,,,,
American Ports,AMERICANPORTS,ALL#WORLD#Americas#AMERICANPORTS,True,[],,ComplianceConstraint - outlier,,,,
Europe (including UK),EUR_UK,ALL#WORLD#EUR#EUR_UK,False,,COUNTRY_GROUP,ComplianceConstraint - outlier,,,,
Egypt and Libya,EGYLBY,ALL#WORLD#NOAFR#EGYLBY,True,[],,ComplianceConstraint - outlier,,,,
US/AUS,US_AUS,US_AUS,True,[],,ComplianceConstraint - outlier,,,,
Europe Region 3,EUR3,EUR3,True,"[
  ""ESP"",
  ""GRC"",
  ""HRV"",
  ""ITA"",
  ""PRT"",
  ""ROU""
]",,ComplianceConstraint - outlier,,,,
Other Asia,OTHER_ASIA,ALL#WORLD#ASIA#OTHER_ASIA,False,,COUNTRY_GROUP,ComplianceConstraint - outlier,,,,
Europe Region 1,EUR1,EUR1,True,"[
  ""CZE"",
  ""DNK"",
  ""FIN"",
  ""HUN"",
  ""LTU"",
  ""POL"",
  ""SVK"",
  ""SWE"",
  ""AUT""
]",,ComplianceConstraint - outlier,,,,
 Extra-Regio NUTS 1,EUR_EX_REG_NUT1,ALL#WORLD#EUR#EUR_EX_REG_NUT1,False,,REGION,ComplianceConstraint - outlier,,,,
Central Papua,CNTPAPUA,CNTPAPUA,False,,CITY,ComplianceConstraint - outlier,,,,
Jebel Ali,PORT_AEJEA,PORT_AEJEA,False,,PORT_TERMINAL,ComplianceConstraint - outlier,,,,
NOIRMOUTIERENL'ILE,FRNOI,FRNOI,False,,CITY,ComplianceConstraint - outlier,,,,
hola,AMIGOS,ALL#WORLD#AMIGOS,True,[],,ComplianceConstraint - outlier,,,,
Brazil North-Northeast (NNE),BRA_NNE,ALL#WORLD#Americas#SOAME#BRA#BRA_NNE,True,"[
  ""BRANO"",
  ""BRANE""
]",,ComplianceConstraint - outlier,,,,
Central Atlantic,PADD1B,PADD1#PADD1B,True,"[
  ""DCOLU"",
  ""DELAW"",
  ""MARYL"",
  ""NEWJE"",
  ""NEWYO"",
  ""PENNS""
]",,ComplianceConstraint - outlier,,,,
Yorkshire and Humber,YRK-HUM,ALL#WORLD#EUR#GBR#YRK-HUM,True,[],,ComplianceConstraint - outlier,,,,
RDM_AMS_ZONE,RDM_AMS,RDM_AMS,True,"[
  ""AMS"",
  ""ROTTE""
]",,ComplianceConstraint - outlier,,,,
Berlin / Brandenburg,BERLIN-BRANDENBURG,ALL#WORLD#EUR#DEU#BERLIN-BRANDENBURG,True,[],,ComplianceConstraint - outlier,,,,
Malindo,MALINDO,MALINDO,True,"[
  ""IDN"",
  ""MYS""
]",,ComplianceConstraint - outlier,,,,
Americas,Americas,ALL#WORLD#Americas,False,,COUNTRY_GROUP,ComplianceConstraint - outlier,,,,
Tibet,TIBET,ALL#WORLD#ASIA#TIBET,False,,REGION,ComplianceConstraint - outlier,,,,
World except Russia and Ukraine,WW_X_RUS_UKR,ALL#WORLD#WW_X_RUS_UKR,True,[],,ComplianceConstraint - outlier,,,,
Oman and United Arab Emirates,OMNUAE,OMNUAE,True,"[
  ""OMN"",
  ""UAE""
]",,ComplianceConstraint - outlier,,,,
Upriver and Bahia Blanca,UPBB,UPBB,True,"[
  ""UPRIVER"",
  ""BABBU""
]",,ComplianceConstraint - outlier,,,,
Mozambique and Tanzania,MOZTZA,ALL#WORLD#AFR#MOZTZA,True,[],,ComplianceConstraint - outlier,,,,
North Atlantic	,NO_ATLANT,NO_ATLANT,False,,REGION,ComplianceConstraint - outlier,,,,
Ghana and Cameroon,GHACMR,ALL#WORLD#AFR#GHACMR,True,[],,ComplianceConstraint - outlier,,,,
TURABAU,TURABAU,TURABAU,False,,PORT_TERMINAL,ComplianceConstraint - outlier,,,,
Egypt and Trukey,EGYTUR,ALL#WORLD#AFRMI#EGYTUR,True,[],,ComplianceConstraint - outlier,,,,
West Coast India,AREA_WCI,ALL#WORLD#AREA_WCI,False,,REGION,ComplianceConstraint - outlier,,,,
Santos Tubarao Paranagua,STS_TUB_PRNG,STS_TUB_PRNG,True,"[
  ""TUBA"",
  ""SANTO"",
  ""PARPA""
]",,ComplianceConstraint - outlier,,,,
NASS USA North & East,NASS_USANE,NASS_USANE,True,"[
  ""KENTU"",
  ""VIRGI"",
  ""INDIA"",
  ""OHIO"",
  ""MARYL"",
  ""PENNS""
]",,ComplianceConstraint - outlier,,,,
Twin Cities,TWINCITY,ALL#WORLD#NOAME#USA#DELTA#MISSI#TWINCITY,True,[],,ComplianceConstraint - outlier,,,,
Congo and Cameroon,COG_CMR,COG_CMR,True,"[
  ""CMR"",
  ""COG""
]",,ComplianceConstraint - outlier,,,,
Indonesia and Malaysia,IDN_MYS,IDN_MYS,True,"[
  ""IDN"",
  ""MYS""
]",,ComplianceConstraint - outlier,,,,
Union of Soviet Socialist Republics,USSR,USSR,False,,COUNTRY_GROUP,ComplianceConstraint - outlier,,,,
Midlands UK,MID-UK,MID-UK,False,,REGION,ComplianceConstraint - outlier,,,,
Hamburg,HAMB,HAMB,False,,CITY,ComplianceConstraint - outlier,,,,
Gola Pristan,GOLA,GOLA,False,,CITY,ComplianceConstraint - outlier,,,,
Tradeflow USA SWW,USASWW,USASWW,True,"[
  ""USA""
]",,ComplianceConstraint - outlier,,,,
Russia and Lithuania,RUSLITH,RUSLITH,True,"[
  ""LTU"",
  ""RUS""
]",,ComplianceConstraint - outlier,,,,
Icsaccea,ICSACCEA,ICSACCEA,False,,PORT_TERMINAL,ComplianceConstraint - outlier,,,,
Balkan Wheat Producer,BALKANWHT,BALKANWHT,True,"[
  ""BGR"",
  ""HRV""
]",,ComplianceConstraint - outlier,,,,
Fujairah,PORT_AEFJR,PORT_AEFJR,False,,PORT_TERMINAL,ComplianceConstraint - outlier,,,,
Other Oceania,OTHER_OCEAN,ALL#WORLD#OCEAN#OTHER_OCEAN,False,,COUNTRY_GROUP,ComplianceConstraint - outlier,,,,
Migration,ZZUKN,ZZUKN,False,,CITY,ComplianceConstraint - outlier,,,,
"USA, Brazil, Argentina, China",USA_BRZ_ARG_CHN,USA_BRZ_ARG_CHN,True,"[
  ""BRA"",
  ""CHN"",
  ""USA"",
  ""ARG""
]",,ComplianceConstraint - outlier,,,,
India and UAE,IND_UAE,IND_UAE,True,"[
  ""IND"",
  ""UAE""
]",,ComplianceConstraint - outlier,,,,
Federal Territory West Germany,BMEL-LOCTION-FEDERAL-TERRITORY-WEST-GERMANY,BMEL-LOCTION-FEDERAL-TERRITORY-WEST-GERMANY,False,,FEDERAL_DISTRICT,ComplianceConstraint - outlier,,,,
Span Med,SPANMED,ALL#WORLD#EUR#ESP#SPANMED,True,"[
  ""MURCIA"",
  ""SPCAT"",
  ""SPAND"",
  ""SPVAL""
]",,ComplianceConstraint - outlier,,,,
Mormugao,MORMUGAO,MORMUGAO,False,,CITY,ComplianceConstraint - outlier,,,,
Santos Tubarao Itaqui SaoFrancisco Paranagua,STS_TUB_ITA_SFDSA_PRNG,STS_TUB_ITA_SFDSA_PRNG,True,"[
  ""TUBA"",
  ""SFDSA"",
  ""SANTO"",
  ""PARPA""
]",,ComplianceConstraint - outlier,,,,
Continent,CONT,CONT,False,,REGION,ComplianceConstraint - outlier,,,,
Taftan,TAFTAN,ALL#WORLD#ASIA#PAK#TAFTAN,True,[],,ComplianceConstraint - outlier,,,,
IN/PT/KU,IN_PT_KU,ALL#WORLD#ASIA#KOR#IN_PT_KU,True,"[
  ""PYEON"",
  ""KUN"",
  ""INCHE""
]",,ComplianceConstraint - outlier,,,,
ANDHRA PRADESH & TELANGANA,APTG,APTG,False,,STATE,ComplianceConstraint - outlier,,,,
Changi,CHANGI,ALL#WORLD#ASIA#SGP#CHANGI,True,[],,ComplianceConstraint - outlier,,,,
"Ghana, Senegal and Cameroon",GHASENCMR,ALL#WORLD#AFR#GHASENCMR,True,[],,ComplianceConstraint - outlier,,,,
Lower Saxony / Bremen,LOWERSAXONY-BREMEN,ALL#WORLD#EUR#DEU#LOWERSAXONY-BREMEN,True,[],,ComplianceConstraint - outlier,,,,
Barcarena Itaqui,BARCA_ITA,BARCA_ITA,True,"[
  ""ITTAQ"",
  ""BARCA""
]",,ComplianceConstraint - outlier,,,,
US Gulf and Black Sea,USG_BSEA,USG_BSEA,True,[],,ComplianceConstraint - outlier,,,,
Saxony / Saxony-Anhalt,SAXONY-SAXONY-ANHALT,ALL#WORLD#EUR#DEU#SAXONY-SAXONY-ANHALT,True,[],,ComplianceConstraint - outlier,,,,
China & Taiwan,CHN_TWN,CHN_TWN,True,[],,ComplianceConstraint - outlier,,,,
Itacoatiara and Barcarena,ITA_BARCA,ITA_BARCA,True,"[
  ""ITAAM"",
  ""BARCA""
]",,ComplianceConstraint - outlier,,,,
PNW/AUS/CAN,PNW_AUS_CAN,PNW_AUS_CAN,True,[],,ComplianceConstraint - outlier,,,,
VOLGOGRAD SILO,VOLGO_PORT,VOLGO_PORT,False,,PORT_TERMINAL,ComplianceConstraint - outlier,,,,
Onne,ONNE,ALL#WORLD#WESTA#NGA#ONNE,True,[],,ComplianceConstraint - outlier,,,,
China Northern Port,CHN_NPT,ALL#WORLD#ASIA#CHN#CHN_NPT,True,"[
  ""JINZH"",
  ""BEILIAN"",
  ""DAYAOW"",
  ""BAYUQ""
]",,ComplianceConstraint - outlier,,,,
England & Wales,ENGLAND_WALES,ENGLAND_WALES,False,,REGION,ComplianceConstraint - outlier,,,,
Romania and Bulgaria,ROU_BUL,ALL#WORLD#BSEA#ROU_BUL,False,,REGION,ComplianceConstraint - outlier,,,,
IN/PT/KU/UL,IN_PT_KU_UL,ALL#WORLD#ASIA#KOR#IN_PT_KU_UL,True,"[
  ""PYEON"",
  ""KUN"",
  ""INCHE"",
  ""ULSAN"",
  ""BUSAN""
]",,ComplianceConstraint - outlier,,,,
Zahedan,ZAHEDAN,ALL#WORLD#AFRMI#IRN#ZAHEDAN,True,[],,ComplianceConstraint - outlier,,,,
Lower Atlantic,PADD1C,PADD1#PADD1C,True,"[
  ""NOCAR"",
  ""VIRGI"",
  ""WESTV"",
  ""FLORI"",
  ""SOCAR"",
  ""GEORG""
]",,ComplianceConstraint - outlier,,,,
"Europe, Ukraine",EU_UKR,EU_UKR,True,"[
  ""EUR"",
  ""UKR""
]",,ComplianceConstraint - outlier,,,,
East_Coast_UK,EAST_COAST_UK,ALL#WORLD#EUR#GBR#EAST_COAST_UK,True,[],,ComplianceConstraint - outlier,,,,
European Union 15,E15,E15,False,,COUNTRY_GROUP,ComplianceConstraint - outlier,,,,
North East Asia,NE_ASIA,ALL#WORLD#ASIA#NE_ASIA,False,,REGION,ComplianceConstraint - outlier,,,,
Pakistan-Bangladesh,pakban,ALL#WORLD#ASIA#pakban,True,"[
  ""BGD"",
  ""PAK""
]",,ComplianceConstraint - outlier,,,,
PADD4 and PADD5,PADD4_PADD5,PADD4_PADD5,True,[],,ComplianceConstraint - outlier,,,,
 Extra-Regio NUTS 2,EUR_EX_REG_NUT2,ALL#WORLD#EUR#EUR_EX_REG_NUT2,False,,REGION,ComplianceConstraint - outlier,,,,
Ohers Europe,EUR_OTHERS,ALL#WORLD#EUR#EUR_OTHERS,False,,COUNTRY,ComplianceConstraint - outlier,,,,
Other Sub Saharan Africa,OSSA,ALL#WORLD#AFR#OSSA,False,,COUNTRY_GROUP,ComplianceConstraint - outlier,,,,
England,ENG,ALL#WORLD#EUR#GBR#ENG,True,[],,ComplianceConstraint - outlier,,,,
Ghana and Senegal,GHASEN,ALL#WORLD#AFR#GHASEN,True,[],,ComplianceConstraint - outlier,,,,
"Russia, Ukraine, Romania, Australia",RUS_UKR_ROU_AUS,RUS_UKR_ROU_AUS,True,"[
  ""ROU"",
  ""RUS"",
  ""UKR"",
  ""AUS""
]",,ComplianceConstraint - outlier,,,,
East Coast South America Parana Area,AREA_ECSP,ALL#WORLD#AREA_ECSP,False,,REGION,ComplianceConstraint - outlier,,,,
Varna Burgas,VB,VB,True,"[
  ""VARNC"",
  ""BURGB""
]",,ComplianceConstraint - outlier,,,,
South Papua,STHPAPUA,STHPAPUA,False,,CITY,ComplianceConstraint - outlier,,,,
RUSALPHATRADE,PHA,PHA,False,,COUNTRY,ComplianceConstraint - outlier,,,,
"Kenya, Mozambique and Zimbabwe",KENMOZZWE,ALL#WORLD#AFR#KENMOZZWE,True,[],,ComplianceConstraint - outlier,,,,
IN/KU,IN_KU,ALL#WORLD#ASIA#KOR#IN_KU,True,"[
  ""KUN"",
  ""INCHE""
]",,ComplianceConstraint - outlier,,,,
US East Coast,AREA_USEC,ALL#WORLD#AREA_USEC,False,,REGION,ComplianceConstraint - outlier,,,,
Mannheim and Heilbronn,MANNH_HEIL,ALL#WORLD#EUR#DEU#MANNH_HEIL,True,"[
  ""HEIL_DEU"",
  ""MANNH""
]",,ComplianceConstraint - outlier,,,,
PADD 3 (Gulf Coast),PADD3,PADD3,True,"[
  ""ARKAN"",
  ""LOUIS"",
  ""MISSI"",
  ""NEWME"",
  ""ALABA"",
  ""TEXAS""
]",,ComplianceConstraint - outlier,,,,
British Overseas Territories,UK_OST,ALL#WORLD#EUR#GBR#UK_OST,False,,COUNTRY,ComplianceConstraint - outlier,,,,
Kralendijk port,KRALENDIJK,ALL#WORLD#CARIB#KRALENDIJK,False,,PORT_TERMINAL,ComplianceConstraint - outlier,,,,
East Coast Africa,AREA_ECAF,ALL#WORLD#AFR#AREA_ECAF,False,,REGION,ComplianceConstraint - outlier,,,,
India and Turkey,IND_TUR,ALL#WORLD#IND_TUR,True,[],,ComplianceConstraint - outlier,,,,
Cairo-Memphis,CAIRMEM,ALL#WORLD#NOAME#USA#DELTA#MISSI#CAIRMEM,True,[],,ComplianceConstraint - outlier,,,,
South East Asia,SE_ASIA,ALL#WORLD#SE_ASIA,False,,REGION,ComplianceConstraint - outlier,,,,
South East and London,STH-LN,ALL#WORLD#EUR#GBR#STH-LN,True,[],,ComplianceConstraint - outlier,,,,
Other Middle East,OTH_ME,ALL#WORLD#MIDDL#OTH_ME,False,,REGION,ComplianceConstraint - outlier,,,,
"US Gulf, Europe and South Africa",USG_EU_ZAF,USG_EU_ZAF,True,[],,ComplianceConstraint - outlier,,,,
Persian Gulf,PERSIAN,ALL#WORLD#MIDDL#PERSIAN,False,,REGION,ComplianceConstraint - outlier,,,,
Wake Island,WAKE,WAKE,False,,TERRITORY,ComplianceConstraint - outlier,,,,
Esbjerg,ESBJ,ESBJ,False,,CITY,ComplianceConstraint - outlier,,,,
Senegal and Mali,SENMLI,ALL#WORLD#WESTA#SENMLI,True,[],,ComplianceConstraint - outlier,,,,
"USA, South America, China",USA_SAM_CHN,USA_SAM_CHN,True,"[
  ""CHN"",
  ""SOAME"",
  ""USA""
]",,ComplianceConstraint - outlier,,,,
Sabah & Sarawak,SABAH_SARAWAK,ALL#WORLD#ASIA#MYS#SABAH_SARAWAK,True,"[
  ""SARAWAK"",
  ""SABAH""
]",,ComplianceConstraint - outlier,,,,
Mexico and Arizona,MEX_ARIZO,MEX_ARIZO,True,[],,ComplianceConstraint - outlier,,,,
NASS USA West Central,NASS_USAWC,NASS_USAWC,True,"[
  ""NEBRA"",
  ""KANSA"",
  ""MISSO""
]",,ComplianceConstraint - outlier,,,,
Hesse / Rhineland-Palatinate / Saarland,HESSE-RHINELAND-PALATINATE-SAARLAND,ALL#WORLD#EUR#DEU#HESSE-RHINELAND-PALATINATE-SAARLAND,True,[],,ComplianceConstraint - outlier,,,,
Valli port,VALLI_PORT,VALLI_PORT,False,,PORT_TERMINAL,ComplianceConstraint - outlier,,,,
Nigeria and Ghana,NGAGHA,ALL#WORLD#AFR#NGAGHA,True,[],,ComplianceConstraint - outlier,,,,
Morocco and Benin,MAR_BEN,ALL#WORLD#AFR#MAR_BEN,True,[],,ComplianceConstraint - outlier,,,,
Romania and Hungary,ROUHUN,ALL#WORLD#EUR#ROUHUN,True,[],,ComplianceConstraint - outlier,,,,
West Atlantic,W_ATL,W_ATL,False,,REGION,ComplianceConstraint - outlier,,,,
Europe Region 2,EUR2,EUR2,True,"[
  ""DEU"",
  ""FRA"",
  ""GBR"",
  ""NLD"",
  ""BEL""
]",,ComplianceConstraint - outlier,,,,
Europe and South africa,EU_ZAF,EU_ZAF,True,[],,ComplianceConstraint - outlier,,,,
AABENRAA,AABENRAA,AABENRAA,False,,PORT_TERMINAL,ComplianceConstraint - outlier,,,,
South West Papua,SWP,SWP,False,,CITY,ComplianceConstraint - outlier,,,,
Johnston Island,UM-67,ALL#WORLD#UM-67,False,,REGION,ComplianceConstraint - outlier,,,,
Local,LOCAL,ALL#WORLD#LOCAL,False,,COUNTRY,ComplianceConstraint - outlier,,,,
PADD 5 Except California,PADD5_WO_CAL,PADD5#PADD5_WO_CAL,True,[],,ComplianceConstraint - outlier,,,,
Colombia - Dominican Republic,COL_DOL,ALL#WORLD#Americas#LATIN#COL_DOL,True,[],,ComplianceConstraint - outlier,,,,
USA and South America,USA_SOAME,USA_SOAME,True,[],,ComplianceConstraint - outlier,,,,
Tradeflow USA HRS,USAHRS,USAHRS,True,"[
  ""USA""
]",,ComplianceConstraint - outlier,,,,
Sichuan and Chongqing,Sich_Chong_CHN,ALL#WORLD#ASIA#CHN#Sich_Chong_CHN,True,"[
  ""SICHU"",
  ""CHONG""
]",,ComplianceConstraint - outlier,,,,
Okinawa,OKINAWA,OKINAWA,False,,CITY,ComplianceConstraint - outlier,,,,
US Gulf and Eastern Europe,USG_EE,USG_EE,True,[],,ComplianceConstraint - outlier,,,,
PADD 7,PADD7,PADD7,True,"[
  ""ASM"",
  ""GUM"",
  ""MNP""
]",,ComplianceConstraint - outlier,,,,
"Russia, Romania, Bulgaria",RUS_ROU_BGR,RUS_ROU_BGR,True,"[
  ""BGR"",
  ""ROU"",
  ""RUS""
]",,ComplianceConstraint - outlier,,,,
Noain,NOAIN,NOAIN,False,,CITY,ComplianceConstraint - outlier,,,,
Guadalupe Island,GUD,ALL#WORLD#NOAME#GOLME#GUD,False,,COUNTRY,ComplianceConstraint - outlier,,,,
New England,NEW_ENG,PADD1#NEW_ENG,True,"[
  ""CONNE"",
  ""MAINE"",
  ""MASSA"",
  ""NEWHA"",
  ""RHODE"",
  ""VERMO""
]",,ComplianceConstraint - outlier,,,,
Rheinland-Pfalz / Saarland,RHEINLAND-PFALZ_SAARLAND,ALL#WORLD#EUR#DEU#HESSE-RHINELAND-PALATINATE-SAARLAND#RHEINLAND-PFALZ_SAARLAND,True,"[
  ""DE-RP"",
  ""SAARL""
]",,ComplianceConstraint - outlier,,,,
North West Europe,NW_EUR,ALL#WORLD#EUR#NW_EUR,False,,REGION,ComplianceConstraint - outlier,,,,
Torres Strait,FE_TORRES_STRAIT,ALL#WORLD#ASIAO#FE_TORRES_STRAIT,False,,TERRITORY,ComplianceConstraint - outlier,,,,
Italy and Slovenia,ITA_SVN,ALL#WORLD#EUR#ITA_SVN,True,[],,ComplianceConstraint - outlier,,,,
East Pacific,ES_PAC,ES_PAC,False,,REGION,ComplianceConstraint - outlier,,,,
Romania and Ukraine,ROUUKR,ALL#WORLD#EUR#ROUUKR,True,[],,ComplianceConstraint - outlier,,,,
Ecuador and Peru,ECUPER,ECUPER,True,"[
  ""ECU"",
  ""PER""
]",,ComplianceConstraint - outlier,,,,
Bistrita-Nasaud,BRINAS,ALL#WORLD#EUR#ROU#BRINAS,False,,COUNTRY,ComplianceConstraint - outlier,,,,
 Northern Europe,NORD_EU,ALL#WORLD#EUR#NORD_EU,False,,REGION,ComplianceConstraint - outlier,,,,
Europe and Black Sea,EUR_BSEA,EUR_BSEA,True,"[
  ""EUR"",
  ""BSEA""
]",,ComplianceConstraint - outlier,,,,
Egypt_SaudiArabia,EGYSAU,EGYSAU,True,"[
  ""EGY"",
  ""SAU""
]",,ComplianceConstraint - outlier,,,,
Tianjinxingang,TIANJIN,ALL#WORLD#ASIA#CHN#TIANJIN,True,[],,ComplianceConstraint - outlier,,,,
