NAME,CODE,HIERARCHY,IS_GROUP,CHILDREN,LEVEL_NAME,HIERARCHY_short
Kamin-Kashyrskyi Raion,UA812,ALL#WORLD#CIS#UKR#UA8#UA81#UA812,false,,DEPARTMENT,ALL#WORLD#CIS#UKR#UA8#UA81
Kalamazoo MI,KALMAZOOMI,ALL#WORLD#NOAME#USA#EASCB#MICHI#KALMAZOOMI,false,,CITY,ALL#WORLD#NOAME#USA#EASCB#MICHI
Ionia Nisia,GRC_CENTRAL_ION,ALL#WORLD#EUR#GRC#GRC_CENTRAL#GRC_CENTRAL_ION,false,,REGION,ALL#WORLD#EUR#GRC#GRC_CENTRAL
Forest Lake  MN,FORESTMN,ALL#WORLD#NOAME#USA#WECB#MINNE#FORESTMN,false,,CITY,ALL#WORLD#NOAME#USA#WECB#MINNE
Figueirão,FGRMS,ALL#WORLD#Americas#SOAME#BRA#BRASE#MATOS#FGRMS,false,,CITY,ALL#WORLD#Americas#SOAME#BRA#BRASE#MATOS
Zolotoniskyi Raion,UA622,ALL#WORLD#CIS#UKR#UA6#UA62#UA622,false,,DEPARTMENT,ALL#WORLD#CIS#UKR#UA6#UA62
South West Papua,SWP,SWP,false,,CITY,SWP
Porto-San,PORT_SAN,ALL#WORLD#CIS#UKR#SOUKR#ODESAO#ODESA#PORT_SAN,false,,PORT_TERMINAL,ALL#WORLD#CIS#UKR#SOUKR#ODESAO#ODESA
Pinheiros,PINHEIROS,ALL#WORLD#Americas#SOAME#BRA#BRANE#SAOPO#PINHEIROS,false,,CITY,ALL#WORLD#Americas#SOAME#BRA#BRANE#SAOPO
Falls City NE,FALLSCITYNE,ALL#WORLD#NOAME#USA#NOPLA#NEBRA#FALLSCITYNE,false,,CITY,ALL#WORLD#NOAME#USA#NOPLA#NEBRA
Bern,CH021,ALL#WORLD#WESTE#CHE#CH0#CH02#CH021,false,,DEPARTMENT,ALL#WORLD#WESTE#CHE#CH0#CH02
Everi,EVERI,ALL#WORLD#CIS#UKR#SOUKR#MYKOL#MYKOC#EVERI,false,,PORT_TERMINAL,ALL#WORLD#CIS#UKR#SOUKR#MYKOL#MYKOC
Buritama,BURITAMA,ALL#WORLD#Americas#SOAME#BRA#BRANE#SAOPO#BURITAMA,false,,CITY,ALL#WORLD#Americas#SOAME#BRA#BRANE#SAOPO
Schwäbisch Hall,SCHWBISCHHALL---GER,ALL#WORLD#EUR#DEU#BADEW#SCHWBISCHHALL---GER,false,,TERRITORY,ALL#WORLD#EUR#DEU#BADEW
Joacaba,JOACABA,ALL#WORLD#Americas#SOAME#BRA#BRASO#SANTA#JOACABA,false,,CITY,ALL#WORLD#Americas#SOAME#BRA#BRASO#SANTA
Beiras and Serra da Estrela,PT196,ALL#WORLD#EUR#PRT#PT1#PT19#PT196,false,,DEPARTMENT,ALL#WORLD#EUR#PRT#PT1#PT19
Coronel Pacheco,CORONEL_PACHECO,ALL#WORLD#Americas#SOAME#BRA#BRANE#MINAS#CORONEL_PACHECO,false,,CITY,ALL#WORLD#Americas#SOAME#BRA#BRANE#MINAS
Bludenz-Bregenzerwald,AT341,ALL#WORLD#EUR#AUT#AT3#AT34#AT341,false,,DEPARTMENT,ALL#WORLD#EUR#AUT#AT3#AT34
LUZZ Extra-Regio NUTS 2,LUZZ,ALL#WORLD#EUR#LUX#LUZ#LUZZ,false,,REGION,ALL#WORLD#EUR#LUX#LUZ
Oder-Spree,DE40C,ALL#WORLD#EUR#DEU#DE4#DE40#DE40C,false,,DEPARTMENT,ALL#WORLD#EUR#DEU#DE4#DE40
Dafeng,DAFENG_PORT,ALL#WORLD#ASIA#CHN#DAFENG_PORT,false,,PORT_TERMINAL,ALL#WORLD#ASIA#CHN
Osterholz,DE936,ALL#WORLD#EUR#DEU#DE9#DE93#DE936,false,,DEPARTMENT,ALL#WORLD#EUR#DEU#DE9#DE93
Palu,PALU,ALL#WORLD#ASIA#IDN#CENTRALSULAWESI#PALU,false,,CITY,ALL#WORLD#ASIA#IDN#CENTRALSULAWESI
Garibaldi,GARIBALDI,ALL#WORLD#Americas#SOAME#BRA#BRASO#RIOGS#GARIBALDI,false,,CITY,ALL#WORLD#Americas#SOAME#BRA#BRASO#RIOGS
Wunsiedel in the Fichtelgebirge,DE24D,ALL#WORLD#EUR#DEU#DE2#DE24#DE24D,false,,DEPARTMENT,ALL#WORLD#EUR#DEU#DE2#DE24
Mundra,PORT_INMUN,ALL#WORLD#ASIA#IND#PORT_INMUN,false,,PORT_TERMINAL,ALL#WORLD#ASIA#IND
Baraboo WI,BARBOWI,ALL#WORLD#NOAME#USA#EASCB#WISCO#BARBOWI,false,,CITY,ALL#WORLD#NOAME#USA#EASCB#WISCO
Reedsburg WI,REEWIS,ALL#WORLD#NOAME#USA#EASCB#WISCO#REEWIS,false,,CITY,ALL#WORLD#NOAME#USA#EASCB#WISCO
Mobile,MOBILE,ALL#WORLD#NOAME#USA#SOEAS#ALABA#MOBILE,false,,CITY,ALL#WORLD#NOAME#USA#SOEAS#ALABA
Somogy,HU232,ALL#WORLD#EUR#HUN#HU2#HU23#HU232,false,,DEPARTMENT,ALL#WORLD#EUR#HUN#HU2#HU23
THE MAINLAND OF CHINA,MAINLAND_CHINA,ALL#WORLD#ASIA#CHN#MAINLAND_CHINA,false,,REGION,ALL#WORLD#ASIA#CHN
Fars,FARS,ALL#WORLD#AFRMI#IRN#FARS,false,,STATE,ALL#WORLD#AFRMI#IRN
St Louis Lambert,STLL,ALL#WORLD#NOAME#USA#WECB#MISSO#STLL,false,,CITY,ALL#WORLD#NOAME#USA#WECB#MISSO
North Jutland,DK050,ALL#WORLD#EUR#DNK#DK0#DK05#DK050,false,,DEPARTMENT,ALL#WORLD#EUR#DNK#DK0#DK05
Gaúcha do Norte,GAUCHADONORTE,ALL#WORLD#Americas#SOAME#BRA#BRASE#MATOG#GAUCHADONORTE,false,,CITY,ALL#WORLD#Americas#SOAME#BRA#BRASE#MATOG
Northern Croatia,HR06,ALL#WORLD#EUR#HRV#HR0#HR06,false,,REGION,ALL#WORLD#EUR#HRV#HR0
Southern Sweden,SE2,ALL#WORLD#EUR#SWE#SE2,false,,NATIONAL_REGION,ALL#WORLD#EUR#SWE
Southwest NE,SWNEBRA,ALL#WORLD#NOAME#USA#NOPLA#NEBRA#SWNEBRA,false,,REGION,ALL#WORLD#NOAME#USA#NOPLA#NEBRA
Razgrad,RAZGARD,ALL#WORLD#EUR#BGR#RAZGARD,false,,STATE,ALL#WORLD#EUR#BGR
Yibin,Yibin,ALL#WORLD#ASIA#CHN#SICHU#Yibin,false,,CITY,ALL#WORLD#ASIA#CHN#SICHU
Burgos,ES412,ALL#WORLD#EUR#ESP#ES4#ES41#ES412,false,,DEPARTMENT,ALL#WORLD#EUR#ESP#ES4#ES41
Corn and Soybean Producing Municipalities in Bahia Region 2,BAHIACRNSBSPRODREGION2,ALL#WORLD#Americas#SOAME#BRA#BRACW#BAHIA#BAHIACRNSBSPRODREGION2,false,,REGION,ALL#WORLD#Americas#SOAME#BRA#BRACW#BAHIA
Kure,KURE,ALL#WORLD#ASIA#JPN#KURE,false,,CITY,ALL#WORLD#ASIA#JPN
Dingolfing-Landau,DE22C,ALL#WORLD#EUR#DEU#DE2#DE22#DE22C,false,,DEPARTMENT,ALL#WORLD#EUR#DEU#DE2#DE22
North Aegean,GRC_AEGEA_NORTH,ALL#WORLD#WESTE#TUR#AEGEA#GRC_AEGEA_NORTH,false,,REGION,ALL#WORLD#WESTE#TUR#AEGEA
Kimball MN,KMNU,ALL#WORLD#NOAME#USA#WECB#MINNE#KMNU,false,,CITY,ALL#WORLD#NOAME#USA#WECB#MINNE
Bergstraße,DE716,ALL#WORLD#EUR#DEU#DE7#DE71#DE716,false,,DEPARTMENT,ALL#WORLD#EUR#DEU#DE7#DE71
Thu Dau Mot,THUDAU,ALL#WORLD#ASIA#VNM#THUDAU,false,,CITY,ALL#WORLD#ASIA#VNM
Reserve LA,PORT_USRSF,ALL#WORLD#NOAME#USA#PORT_USRSF,false,,PORT_TERMINAL,ALL#WORLD#NOAME#USA
Mexico City,MEXICO,ALL#WORLD#NOAME#MEX#MEXICO,false,,CITY,ALL#WORLD#NOAME#MEX
Okayama,OKAJAP,ALL#WORLD#ASIA#JPN#OKAJAP,false,,CITY,ALL#WORLD#ASIA#JPN
Oakland CA,OAKCA,ALL#WORLD#NOAME#USA#PACIF#CALIF#OAKCA,false,,CITY,ALL#WORLD#NOAME#USA#PACIF#CALIF
Florianopolis,PORT_BRFLN,ALL#WORLD#Americas#SOAME#BRA#PORT_BRFLN,false,,PORT_TERMINAL,ALL#WORLD#Americas#SOAME#BRA
Washington MO,WASHINGTONMO,ALL#WORLD#NOAME#USA#WECB#MISSO#WASHINGTONMO,false,,CITY,ALL#WORLD#NOAME#USA#WECB#MISSO
Waynesburg PA,WASPAA,ALL#WORLD#NOAME#USA#NOEAS#PENNS#WASPAA,false,,CITY,ALL#WORLD#NOAME#USA#NOEAS#PENNS
Minocqua WI,MINCWI,ALL#WORLD#NOAME#USA#EASCB#WISCO#MINCWI,false,,CITY,ALL#WORLD#NOAME#USA#EASCB#WISCO
Almas,ALMAS,ALL#WORLD#Americas#SOAME#BRA#BRANO#TOCAN#ALMAS,false,,CITY,ALL#WORLD#Americas#SOAME#BRA#BRANO#TOCAN
Arnsberg,DEA5,ALL#WORLD#EUR#DEU#DEA#DEA5,false,,REGION,ALL#WORLD#EUR#DEU#DEA
Nansha,PORT_CNNSA,ALL#WORLD#ASIA#CHN#PORT_CNNSA,false,,PORT_TERMINAL,ALL#WORLD#ASIA#CHN
Dien Bien Phu,DBP,ALL#WORLD#ASIA#VNM#DBP,false,,REGION,ALL#WORLD#ASIA#VNM
Lynxville Dam WI,LYNXWI,ALL#WORLD#NOAME#USA#EASCB#WISCO#LYNXWI,false,,CITY,ALL#WORLD#NOAME#USA#EASCB#WISCO
Pelotas,PORT_BRPET,ALL#WORLD#Americas#SOAME#BRA#PORT_BRPET,false,,PORT_TERMINAL,ALL#WORLD#Americas#SOAME#BRA
Lazaro Cardenas,PORT_MXLZC,ALL#WORLD#NOAME#MEX#PORT_MXLZC,false,,PORT_TERMINAL,ALL#WORLD#NOAME#MEX
Heslinki,FIN_HELSINKI,ALL#WORLD#EUR#FIN#FIN_HELSINKI,false,,CITY,ALL#WORLD#EUR#FIN
Pontevedra,PONTEVEDRA,ALL#WORLD#EUR#ESP#SPGAL#PONTEVEDRA,false,,CITY,ALL#WORLD#EUR#ESP#SPGAL
Santa Cruz de Tenerife,PORT_ESSCT,ALL#WORLD#EUR#ESP#PORT_ESSCT,false,,PORT_TERMINAL,ALL#WORLD#EUR#ESP
Taixing,TAIXING,ALL#WORLD#ASIA#CHN#JIANG#TAIXING,false,,CITY,ALL#WORLD#ASIA#CHN#JIANG
Kalundborg,PORT_DKKAL,ALL#WORLD#EUR#DNK#PORT_DKKAL,false,,PORT_TERMINAL,ALL#WORLD#EUR#DNK
North West,NW,ALL#WORLD#EASTA#ZAF#NW,false,,REGION,ALL#WORLD#EASTA#ZAF
Freudenstadt,FREUDENSTADT---GER,ALL#WORLD#EUR#DEU#BADEW#FREUDENSTADT---GER,false,,TERRITORY,ALL#WORLD#EUR#DEU#BADEW
Camarines Norte,CAMARINESNORTE,ALL#WORLD#ASIA#PHL#CAMARINESNORTE,false,,NATIONAL_REGION,ALL#WORLD#ASIA#PHL
Rottweil,ROTTWEIL---GER,ALL#WORLD#EUR#DEU#BADEW#ROTTWEIL---GER,false,,TERRITORY,ALL#WORLD#EUR#DEU#BADEW
Foz Do Iguacu,FOZ_DO_IGUACU,ALL#WORLD#Americas#SOAME#BRA#BRASO#PARAN#FOZ_DO_IGUACU,false,,CITY,ALL#WORLD#Americas#SOAME#BRA#BRASO#PARAN
Skikda,PORT_DZSKI,ALL#WORLD#DZA#PORT_DZSKI,false,,PORT_TERMINAL,ALL#WORLD#DZA
Johnston Island,UM-67,ALL#WORLD#UM-67,false,,REGION,ALL#WORLD
Alpes-de-Haute-Provence,FRL01,ALL#WORLD#EUR#FRA#FRL#FRL0#FRL01,false,,DEPARTMENT,ALL#WORLD#EUR#FRA#FRL#FRL0
Ames Plantation,AMESPLAN,ALL#WORLD#NOAME#USA#APPAL#TENNE#AMESPLAN,false,,CITY,ALL#WORLD#NOAME#USA#APPAL#TENNE
Sivas,TR722,ALL#WORLD#WESTE#TUR#TR7#TR72#TR722,false,,DEPARTMENT,ALL#WORLD#WESTE#TUR#TR7#TR72
Bilbao (Port),PORT_ESBIO,ALL#WORLD#EUR#ESP#PORT_ESBIO,false,,PORT_TERMINAL,ALL#WORLD#EUR#ESP
Bunbury,BBURY,ALL#WORLD#OCEAN#AUS#AUWES#BBURY,false,,CITY,ALL#WORLD#OCEAN#AUS#AUWES
Paderborn,DEA47,ALL#WORLD#EUR#DEU#DEA#DEA4#DEA47,false,,DEPARTMENT,ALL#WORLD#EUR#DEU#DEA#DEA4
Summersville WV,SUMMWE,ALL#WORLD#NOAME#USA#APPAL#WESTV#SUMMWE,false,,CITY,ALL#WORLD#NOAME#USA#APPAL#WESTV
Nuoro,ITG2E,ALL#WORLD#EUR#ITA#ITG#ITG2#ITG2E,false,,DEPARTMENT,ALL#WORLD#EUR#ITA#ITG#ITG2
Corrente,CORRENTE,ALL#WORLD#Americas#SOAME#BRA#BRACW#PIAUI#CORRENTE,false,,CITY,ALL#WORLD#Americas#SOAME#BRA#BRACW#PIAUI
Kermanshah,KERM,ALL#WORLD#AFRMI#IRN#KERM,false,,CITY,ALL#WORLD#AFRMI#IRN
Indianópolis,INDIANOPO,ALL#WORLD#Americas#SOAME#BRA#BRANE#MINAS#INDIANOPO,false,,CITY,ALL#WORLD#Americas#SOAME#BRA#BRANE#MINAS
Local,LOCAL,ALL#WORLD#LOCAL,false,,COUNTRY,ALL#WORLD
Teltow-Fläming,DE40H,ALL#WORLD#EUR#DEU#DE4#DE40#DE40H,false,,DEPARTMENT,ALL#WORLD#EUR#DEU#DE4#DE40
Vinnytskyi Raion,UA511,ALL#WORLD#CIS#UKR#UA5#UA51#UA511,false,,DEPARTMENT,ALL#WORLD#CIS#UKR#UA5#UA51
Celina TN,CELINATN,ALL#WORLD#NOAME#USA#APPAL#TENNE#CELINATN,false,,CITY,ALL#WORLD#NOAME#USA#APPAL#TENNE
Puerto Barrios,GTPB,ALL#WORLD#CTLAM#GTM#GTPB,false,,DEPARTMENT,ALL#WORLD#CTLAM#GTM
French Guiana,FRY3,ALL#WORLD#EUR#FRA#FRY#FRY3,false,,REGION,ALL#WORLD#EUR#FRA#FRY
Boyolali,BOYOLALI,ALL#WORLD#ASIA#IDN#CENTRALJAVA#BOYOLALI,false,,REGION,ALL#WORLD#ASIA#IDN#CENTRALJAVA
Sidi Bouz,SIDI,ALL#WORLD#AFRMI#TUN#SIDI,false,,REGION,ALL#WORLD#AFRMI#TUN
PADD 5 Except California,PADD5_WO_CAL,PADD5#PADD5_WO_CAL,true,[],,PADD5
Vidin Oblast,PORT_BGVID,ALL#WORLD#EUR#BGR#PORT_BGVID,false,,PORT_TERMINAL,ALL#WORLD#EUR#BGR
Plainville KS,PLAINVILLEKS,ALL#WORLD#NOAME#USA#SOPLA#KANSA#PLAINVILLEKS,false,,CITY,ALL#WORLD#NOAME#USA#SOPLA#KANSA
Province of Luxembourg (BE),BE34,ALL#WORLD#EUR#BEL#BE3#BE34,false,,REGION,ALL#WORLD#EUR#BEL#BE3
Arges,ARGES,ALL#WORLD#EUR#ROU#ARGES,false,,COUNTY,ALL#WORLD#EUR#ROU
Colombia - Dominican Republic,COL_DOL,ALL#WORLD#Americas#LATIN#COL_DOL,true,[],,ALL#WORLD#Americas#LATIN
Stade,DE939,ALL#WORLD#EUR#DEU#DE9#DE93#DE939,false,,DEPARTMENT,ALL#WORLD#EUR#DEU#DE9#DE93
Pontianak,PONTIANAK,ALL#WORLD#ASIA#IDN#WESTKALIMANTAN#PONTIANAK,false,,CITY,ALL#WORLD#ASIA#IDN#WESTKALIMANTAN
Qingdao,PORT_CNQDG,ALL#WORLD#ASIA#CHN#PORT_CNQDG,false,,PORT_TERMINAL,ALL#WORLD#ASIA#CHN
South Panhandle TX,SPTX,ALL#WORLD#NOAME#USA#SOPLA#TEXAS#SPTX,false,,REGION,ALL#WORLD#NOAME#USA#SOPLA#TEXAS
Barra do Choça,BARAA_CHOC,ALL#WORLD#Americas#SOAME#BRA#BRACW#BAHIA#BARAA_CHOC,false,,CITY,ALL#WORLD#Americas#SOAME#BRA#BRACW#BAHIA
Hundested,HUNDESTED,ALL#WORLD#EUR#DNK#HUNDESTED,false,,CITY,ALL#WORLD#EUR#DNK
Gulf Districts,US_GULF_DISTRICTS,ALL#WORLD#NOAME#USA#US_GULF_DISTRICTS,false,,CITY,ALL#WORLD#NOAME#USA
West Yorkshire,GBR_YORK_WEST,ALL#WORLD#EUR#GBR#GBR_YORKSHIRE#GBR_YORK_WEST,false,,REGION,ALL#WORLD#EUR#GBR#GBR_YORKSHIRE
Gijon,PORT_ESGIJ,ALL#WORLD#EUR#ESP#PORT_ESGIJ,false,,PORT_TERMINAL,ALL#WORLD#EUR#ESP
Sóc Trăng,SOC_TRANG,ALL#WORLD#ASIA#VNM#SOC_TRANG,false,,REGION,ALL#WORLD#ASIA#VNM
Buskerud,NO085,ALL#WORLD#WESTE#NOR#NO0#NO08#NO085,false,,DEPARTMENT,ALL#WORLD#WESTE#NOR#NO0#NO08
Vila do Conde,PORT_BRVLC,ALL#WORLD#Americas#SOAME#BRA#PORT_BRVLC,false,,PORT_TERMINAL,ALL#WORLD#Americas#SOAME#BRA
Moselle,FRF33,ALL#WORLD#EUR#FRA#FRF#FRF3#FRF33,false,,DEPARTMENT,ALL#WORLD#EUR#FRA#FRF#FRF3
Labuan,LABUAN,ALL#WORLD#ASIA#MYS#LABUAN,false,,DEPARTMENT,ALL#WORLD#ASIA#MYS
Sinop,TR823,ALL#WORLD#WESTE#TUR#TR8#TR82#TR823,false,,DEPARTMENT,ALL#WORLD#WESTE#TUR#TR8#TR82
Argentina_Others,ARGENTINA_OTHERS,ALL#WORLD#Americas#SOAME#ARG#ARGENTINA_OTHERS,false,,REGION,ALL#WORLD#Americas#SOAME#ARG
Kırklareli,TR213,ALL#WORLD#WESTE#TUR#TR2#TR21#TR213,false,,DEPARTMENT,ALL#WORLD#WESTE#TUR#TR2#TR21
Vioolsdrif,VOOLSDRF,ALL#WORLD#EASTA#ZAF#VOOLSDRF,false,,FEDERAL_DISTRICT,ALL#WORLD#EASTA#ZAF
Codajás,CODAJAS,ALL#WORLD#Americas#SOAME#BRA#BRANO#AMAZO#CODAJAS,false,,CITY,ALL#WORLD#Americas#SOAME#BRA#BRANO#AMAZO
Valinhos,VALINHOS,ALL#WORLD#Americas#SOAME#BRA#SAOP#VALINHOS,false,,CITY,ALL#WORLD#Americas#SOAME#BRA#SAOP
Kirsehir,KRHR,ALL#WORLD#WESTE#TUR#KRHR,false,,STATE,ALL#WORLD#WESTE#TUR
Santo Antônio do Içá,SANTO_ANT_ICA,ALL#WORLD#Americas#SOAME#BRA#BRANO#AMAZO#SANTO_ANT_ICA,false,,CITY,ALL#WORLD#Americas#SOAME#BRA#BRANO#AMAZO
Surigao del Norte,SURIGAODELNORTE,ALL#WORLD#ASIA#PHL#SURIGAODELNORTE,false,,NATIONAL_REGION,ALL#WORLD#ASIA#PHL
ISZZ Extra-Regio level 2,ISZZ,ALL#WORLD#WESTE#ISL#ISZ#ISZZ,false,,REGION,ALL#WORLD#WESTE#ISL#ISZ
Artvin,ARTVN,ALL#WORLD#WESTE#TUR#ARTVN,false,,STATE,ALL#WORLD#WESTE#TUR
Krefeld (Independent City),DEA14,ALL#WORLD#EUR#DEU#DEA#DEA1#DEA14,false,,DEPARTMENT,ALL#WORLD#EUR#DEU#DEA#DEA1
Neumarkt in der Oberpfalz,NEUMARKTINDEROBERPFALZ---GER,ALL#WORLD#EUR#DEU#BAVAR#NEUMARKTINDEROBERPFALZ---GER,false,,TERRITORY,ALL#WORLD#EUR#DEU#BAVAR
Upington,UPNGTN,ALL#WORLD#EASTA#ZAF#UPNGTN,false,,CITY,ALL#WORLD#EASTA#ZAF
North Bačka District,RS125,ALL#WORLD#EASTE#SERBI#SRB#RS1#RS12#RS125,false,,DEPARTMENT,ALL#WORLD#EASTE#SERBI#SRB#RS1#RS12
Niigata,PORT_JPKIJ,ALL#WORLD#ASIA#JPN#PORT_JPKIJ,false,,PORT_TERMINAL,ALL#WORLD#ASIA#JPN
Vizag,VIZAG,ALL#WORLD#ASIA#IND#VIZAG,false,,CITY,ALL#WORLD#ASIA#IND
Timoteo,TIMOTEO,ALL#WORLD#Americas#SOAME#BRA#BRANE#MINAS#TIMOTEO,false,,CITY,ALL#WORLD#Americas#SOAME#BRA#BRANE#MINAS
"Nuremberg, City",NUREMBERGCITY---GER,ALL#WORLD#EUR#DEU#BAVAR#NUREMBERGCITY---GER,false,,TERRITORY,ALL#WORLD#EUR#DEU#BAVAR
Una,UNA,ALL#WORLD#Americas#SOAME#BRA#BRACW#BAHIA#UNA,false,,CITY,ALL#WORLD#Americas#SOAME#BRA#BRACW#BAHIA
USA and South America,USA_SOAME,USA_SOAME,true,[],,USA_SOAME
Seattle WA,PORT_USSEA,ALL#WORLD#NOAME#USA#PORT_USSEA,false,,PORT_TERMINAL,ALL#WORLD#NOAME#USA
Klang,KLANG,ALL#WORLD#ASIA#MYS#KLANG,false,,CITY,ALL#WORLD#ASIA#MYS
Bonfim,PORT_BRBFM,ALL#WORLD#Americas#SOAME#BRA#PORT_BRBFM,false,,PORT_TERMINAL,ALL#WORLD#Americas#SOAME#BRA
Subcarpathian,PL82,ALL#WORLD#EUR#POL#PL8#PL82,false,,REGION,ALL#WORLD#EUR#POL#PL8
BAhia Blanca ADM AGRO,BB_ADM,ALL#WORLD#Americas#SOAME#ARG#PAMAR#BUAPA#BABBU#BB_ADM,false,,PORT_TERMINAL,ALL#WORLD#Americas#SOAME#ARG#PAMAR#BUAPA#BABBU
Kakinada Port,PORT_KAK,ALL#WORLD#ASIA#IND#SOUIN#ANDHR#KAKIN#PORT_KAK,false,,CITY,ALL#WORLD#ASIA#IND#SOUIN#ANDHR#KAKIN
Utrecht,NL35,ALL#WORLD#EUR#NLD#NL3#NL35,false,,REGION,ALL#WORLD#EUR#NLD#NL3
Mardin,MARDIN,ALL#WORLD#WESTE#TUR#MARDIN,false,,STATE,ALL#WORLD#WESTE#TUR
Pointe Pitre,PITRE,ALL#WORLD#EUR#FRA#OVERS#GLP#PITRE,false,,PORT_TERMINAL,ALL#WORLD#EUR#FRA#OVERS#GLP
Pasajes,PASA,ALL#WORLD#EUR#ESP#PASA,false,,CITY,ALL#WORLD#EUR#ESP
Tradeflow USA HRS,USAHRS,USAHRS,true,[,,USAHRS
"\"\"USA\"\"",,,,,,
"]\"",,,,,,
Sichuan and Chongqing,Sich_Chong_CHN,ALL#WORLD#ASIA#CHN#Sich_Chong_CHN,true,[,,ALL#WORLD#ASIA#CHN
"\"\"SICHU\"\"",,,,,,
"\"\"CHONG\"\"",,,,,,
